Method,Power,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
Importance Sampling (Submatrix Method),2,5,2068551.0,0.008969974517822266,18986862837077.35,1.2832122629512224,"896590.0, 1542506.0, 0.0, 2438427.0, 0.0, 679025.0, 0.0, 75418.0, 0.0, 0.0, 0.0, 1790149.0, 2280820.0, 97596.0, 0.0, 0.0, 0.0, 1805639.0, 20227020.0, 0.0"
Importance Sampling (Submatrix Method),2,100,302706.85,0.05444521903991699,130013778247.3875,0.18778224080495776,"1436243.0, 1474577.0, 2248935.0, 2046836.0, 1798444.0, 1827195.0, 1672726.0, 900122.0, 1960136.0, 1831507.0, 1285725.0, 1246043.0, 1319435.0, 1704529.0, 1532421.0, 1658120.0, 1872723.0, 1245568.0, 1228960.0, 2326100.0"
Importance Sampling (Submatrix Method),2,500,142695.7,1.1291411876678468,24776767499.59,0.0885203565734704,"1719229.0, 1874230.0, 1727927.0, 1467401.0, 1652390.0, 1384429.0, 1787101.0, 1500072.0, 1663233.0, 1411158.0, 1888392.0, 1514442.0, 1577513.0, 1456266.0, 1796568.0, 1493136.0, 1468634.0, 1693536.0, 1418181.0, 1742540.0"
Importance Sampling (Submatrix Method),2,1000,66548.1,3.596953773498535,8643080259.2,0.04128268435059336,"1664318.0, 1616156.0, 1579204.0, 1844547.0, 1608386.0, 1666564.0, 1610038.0, 1620070.0, 1468572.0, 1641517.0, 1564534.0, 1623776.0, 1699431.0, 1574149.0, 1631747.0, 1478241.0, 1707104.0, 1734684.0, 1418965.0, 1631177.0"
Importance Sampling (Submatrix Method),2,2000,51221.55,6.777761220932007,4504401708.9475,0.03177495797172474,"1555430.0, 1548640.0, 1706674.0, 1591060.0, 1626968.0, 1560008.0, 1574518.0, 1500001.0, 1647660.0, 1614437.0, 1586905.0, 1630094.0, 1684962.0, 1808886.0, 1555425.0, 1550984.0, 1559993.0, 1626199.0, 1577169.0, 1609356.0"
Importance Sampling (Submatrix Method),2,3000,39724.55,9.578960859775544,1977719398.9274998,0.02464286822042047,"1550415.0, 1545905.0, 1583998.0, 1666207.0, 1676635.0, 1601117.0, 1662806.0, 1575449.0, 1634866.0, 1667724.0, 1675195.0, 1623541.0, 1580213.0, 1560658.0, 1552415.0, 1665771.0, 1625030.0, 1598932.0, 1649032.0, 1603214.0"
Importance Sampling (Submatrix Method),2,4000,36825.85,11.679771053791047,1577849627.8274999,0.02284467838288844,"1650249.0, 1552834.0, 1668144.0, 1636423.0, 1639262.0, 1665873.0, 1618683.0, 1558136.0, 1654172.0, 1645530.0, 1658115.0, 1631713.0, 1575758.0, 1575784.0, 1583812.0, 1546823.0, 1594105.0, 1588799.0, 1645153.0, 1576729.0"
Variance Reduction,1,5,275811.39094347955,2.071780574321747,192318004355.4545,0.17109781635565505,"1592710.728489941, 1817591.0021558944, 1875086.8563278199, 2263973.2004117905, 1258100.0216655263, 1596959.0975276807, 837625.0857639532, 2868714.607341548, 1694493.720248551, 1710264.3593090728, 1620956.5918705098, 2692374.70765133, 1592270.0900183555, 2126551.2866442595, 1608959.358599021, 1556522.3302685854, 1615568.4255006043, 1652629.31869879, 1597904.0918237735, 1667114.5468662567"
Variance Reduction,1,100,304841.52874997596,2.1342702746391295,486047393856.193,0.18910647499083502,"1779270.9242811056, 1882368.0805518164, 1690385.031318795, 1891154.168346743, 1728747.3506411293, 1817815.7236707027, 1755880.6126254108, 1597641.3219968749, 1578438.5286274406, 1686472.4544858283, 2073424.6673150717, 1737053.9027731179, 1638000.93715782, 1887157.1377919782, 1700343.953748549, 1746695.9940590125, 1772883.5745390325, 1800368.884585912, -1387263.120655111, 1865763.907076698"
Variance Reduction,1,500,296746.25975439063,2.3489720821380615,130672436359.92203,0.18408462711421805,"1798008.8298660945, 798446.125194584, 1414199.9755525067, 1035109.3210433315, 1836062.3647200514, 1779216.8513445265, 852468.4174804447, 1433993.9399866771, 1841611.591387569, 1560071.9670693201, 1789947.3201084116, 1805326.9204930821, 1829313.5770229965, 1703485.4554125508, 1826677.9916634716, 1585796.63221429, 1868510.4909218329, 880329.2517478123, 1171978.3385866277, 1410842.2289771803"
