Method,Standard Deviation,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
estimate_variance_reduction_method,1000,100,145565.08543358234,0.008278918266296387,34329532662.477253,3.014019492992843,"58161.993336475985, -203700.55897095194, -179455.7194039272, -188971.19534394736, 289794.4492934951, 419924.2102954523, -91527.01836833563, -7729.289257623391, -147605.9578402835, -82383.09971439072, -43954.092364158474, -26844.525374128, 82232.65373896774, -77129.73184091932, 55609.126672690094, 471901.84835954756, 213846.21748659588, 90065.43185876029, -26797.069528714626, 39516.480377718304"
estimate_variance_reduction_method,1000,500,62296.93011181443,0.007987904548645019,4749444814.123986,1.2898983375810509,"132145.2224139047, 3096.8395349771504, -61893.88963936893, -50750.78890432426, -11325.737852426604, -48572.74496796948, -12791.107004614518, 62024.69392767991, 44787.44398547139, 134671.56487505612, 5453.1627982882155, -79437.58350894516, 41628.0290561315, -21728.347618428437, -56112.72294320626, 93104.11493240367, 82244.06900970532, 123678.3926326752, 119267.03448844492, 57972.06289200345"
estimate_variance_reduction_method,1000,1000,69093.90176020954,0.007594919204711914,5144891751.881882,1.430634043403378,"105856.2263841323, -70710.50215434741, 73657.67446050294, -62863.42047200052, 143482.5931488315, 64991.46172966636, 96372.8783156387, -46795.53380158887, -5479.570507265424, -19682.8609542664, 4501.180827442392, -8205.958951274422, -110658.843230869, 46841.07236740435, 58805.78007524009, -116364.90094671857, 76100.99320590583, -41350.12067275623, 8709.345846557017, -50774.315234589965"
estimate_variance_reduction_method,1000,2000,33955.15993651019,0.007858407497406007,1704455391.1290002,0.703063606437597,"53184.79687503234, 33401.35615351772, -67723.54780296645, 33235.35217957323, 65854.78111045134, 13035.779672516372, 29745.648232132324, -10346.550209856034, 18215.675459825125, 63337.287061452014, 90352.46301123942, -32748.59788069608, 38942.91949175139, 85493.2906820798, 27080.05269603828, 18564.83138469505, 37139.76386195436, -54523.39304360005, 53960.05649123329, 61163.813693600816"
estimate_variance_reduction_method,1000,3000,31650.91842021148,0.008134269714355468,1440443618.2031503,0.6553527915399096,"75167.01781078895, 45201.926958105505, 27863.861552034778, 62142.72357581273, 101636.07626202221, -25896.016995761678, 43514.37086490172, 29703.363500230425, 23471.156989755356, -1628.0409608073921, -15499.381451032159, -13962.308578438091, 36881.08719270463, 47343.709095375925, -28195.249654887117, 84164.0418444651, 101293.76212251536, 43063.23048021333, 48569.02558174621, 14460.569800725767"
estimate_variance_reduction_method,1000,4000,46867.46222891184,0.007706880569458008,982324520.5132459,0.9704211990415736,"6372.170414210447, 97.67402928044612, 2122.91313893656, 52079.717190798605, -17670.09744725068, 112867.25443683204, 33967.5892722315, -12420.642331428622, -10320.479158983953, -21887.401270697086, 10161.055851084819, -2314.7628837760326, 2901.5417943471207, -21718.713556587336, 10309.178190936065, -22614.915158346306, 1024.8366599403525, 16646.535221395334, -14509.233886193853, 40186.47817029515"
estimate_variance_reduction_method,1500,5,542657.4566104646,0.007107591629028321,415756687784.54736,11.236074552974667,"660645.5420626713, 392608.52589154406, 5512.987059070071, -823231.1465793713, -424176.7447799601, 194348.1156824522, 643518.7445246176, -1195065.7729630393, -791003.6744746618, -405091.6072281089, 716519.7849160576, -815626.3820709172, 714378.7234230009, 209432.1104403576, -65329.23641400482, 668697.1545867509, -214365.95191743327, 1284453.9037050682, 88187.71763608728, 648573.2799722566"
estimate_variance_reduction_method,1500,100,102928.48172566501,0.00747905969619751,17288728312.450203,2.1312009633440656,"97663.32419996476, 207509.8471284638, 277413.60981474945, 838.1671458622683, 22031.08182646484, 113446.75419280672, 101635.4847564304, 43056.042777221504, -44503.042832352345, -68465.96559708784, 225711.75273743042, -110461.22858507659, -127811.81633595719, 6243.117794554772, 24017.89542732142, -303950.55330588465, -73698.32165947973, 35836.82575595649, -98344.39308076224, 46391.328985764354"
estimate_variance_reduction_method,1500,500,72467.99492121191,0.007558846473693847,6616049357.235204,1.5004968304044208,"134985.11455155854, -61590.30515452279, 89769.61429228746, -20874.095511820244, 33362.64911726249, -21597.348812808632, 124456.97943871348, 4497.049133899393, -61381.94012881062, 193258.6202626623, 117097.9872317852, -49889.88730348594, -88244.0231782529, -116611.08450930926, 56799.29412192712, 65100.265609386435, -31701.323521752736, 3088.1558342332814, 94205.9728382044, 30440.103957654705"
estimate_variance_reduction_method,1500,1000,35000.707951157805,0.011075544357299804,1297196325.9938443,0.724712356119716,"19866.32361814941, -31288.24763873655, 11235.794572430643, 47612.96801361695, 76094.42297799834, 34940.85065135475, -24690.65798582944, 7808.470296334596, 59477.02626754942, -3078.7333698103416, -20099.37151569872, -8625.820462890115, 35198.18303490489, 72987.84364449902, 65281.508174664574, 51573.05738847408, -12974.354282551625, 86649.28475269435, 50699.55742257488, -3380.863325975855"
estimate_variance_reduction_method,1500,2000,41071.960422078366,0.008146083354949952,2120678467.0162544,0.8504215757428849,"-21238.971605541545, 6887.613331174551, -14300.322466675585, 161809.22190466837, -11412.459828784888, 6203.986993783001, -11668.538513858803, 100863.94557094802, 8753.742608915925, 57576.29805472522, -18958.652008168894, 63323.461630777536, 33154.7068774536, 51933.832398579485, 82130.24461284296, 45967.90160221612, 37982.72930455903, 3182.7864780443633, -13702.35693383618, 31713.629891693505"
